,end,CurrentRatio,Quick Ratio,Working Capital to Sales,InvDays,Debtor Days,Creditor Days
53,2022-01-01,1.4270533810522608,1.0277795871928157,0.3798626194133955,129.6307593235154,150.64312583876324,56.36718956931716
54,2022-04-02,1.383870468604514,0.9559660577602018,,,,
55,2022-07-02,1.3313250559974503,0.6554021265029963,0.5074776872074797,377.8789637401922,201.6918347449477,165.06296441228426
56,2022-10-01,1.0640203097985013,0.5496359795592622,0.11109913653184444,325.8168246445498,217.36943127962087,121.13838862559241
57,2022-12-31,1.1534782415511389,0.5833547063349577,0.19762498134205236,267.95191248565783,161.78509754672416,93.69733820833288
58,2023-04-01,1.4532005214106063,0.8065729661799453,,,,
59,2023-07-01,1.3660803865387463,0.6358122174228042,0.6696534019448449,487.5833350908003,212.42570468035828,224.33790386591613
60,2023-09-30,1.479212701980601,0.8006783394309408,0.581732002384831,300.6487106878717,235.18146838335235,120.2033116413247
61,2023-12-30,1.2348202516559372,0.7109088848600412,0.3376178065271704,274.94161558509944,171.4544003044392,124.78308528109909
62,2024-03-30,1.222728573126999,0.7315994687847395,,,,
63,2024-06-29,0.9864270009303752,0.51925980965186,-0.03382756944365935,424.97186076221266,216.51007879891014,234.4330548426848
64,2024-09-28,1.2963266325213536,0.878274079460408,0.5353353290199815,275.6633083727467,240.89355745648578,150.16327537720073
65,2024-12-28,1.5561259669076712,1.0000161144822401,0.6332479625337696,231.12880886915332,173.01150847309302,129.803645984773
66,2025-03-29,1.4033744610992518,0.8002930478421174,,,,
67,2025-06-28,1.272085820634084,0.6512421797752613,0.5315471531795355,442.7014947752726,243.01110772855273,241.87796265731265
68,2025-09-27,1.3618559816789864,0.8681019510772747,0.4852895737191129,241.69558812090884,245.04292280389024,138.18073140743266
